,calories,time,link,name,description,query,ingredients,macros
423,226 ккал,45 мин,https://1000.menu/cooking/61555-zavarnoe-testo-dlya-profitrolei,Профитроли из заварного теста на маргарине,"Делается очень просто. Подходит и для сладких блюд, и для закусок!",пирожное,"['Молоко - 125 мл', 'Вода - 125 мл', 'Маргарин - 100 гр', 'Соль - 0.5 чайн.л.', 'Сахар - 1 чайн.л.', 'Пшеничная мука - 150 гр', 'Яйца - 4 шт.']","['Белки 19%', 'Жиры 41%', 'Углеводы 41%']"
424,363 ккал,45 мин,https://1000.menu/cooking/10507-korzinki-s-sjrnoi-nachinkoi,Корзинки с сырной начинкой,Симпатичная и оригинальная закуска для праздничного стола!,пирожное,"['Пшеничная мука - 175 гр', 'Сливочное масло - 100 гр', 'Яичные белки - 1 шт.', 'Сахар - 30 гр', 'Сахар - 50 гр', 'Яичные желтки - 1 шт.', 'Мягкий сыр - 250 гр', 'Изюм - 50 гр', 'Лимонная цедра - 0.25 гр']","['Белки 16%', 'Жиры 40%', 'Углеводы 44%']"
425,311 ккал,1 ч,https://1000.menu/cooking/9658-pasxalnaya-korzinka,Пасхальная корзинка,Станет лучшим украшением пасхального стола!,пирожное,"['Дрожжевое тесто - 1 кг', 'Яйца - 1 шт.', 'Сахар -  по вкусу', 'Корица -  по вкусу']","['Белки 13%', 'Жиры 13%', 'Углеводы 73%']"
426,244 ккал,45 мин,https://1000.menu/cooking/8341-prigotovlenije-profitrolej,Профитроли быстрые,Быстрый способ приготовить покоривший весь мир французский десерт!,пирожное,"['Сливочное масло - 100 гр', 'Вода - 250 мл', 'Сахар - 0.5 чайн.л.', 'Соль - 5 гр', 'Пшеничная мука - 1 стак.', 'Яйца - 6 шт.']","['Белки 21%', 'Жиры 45%', 'Углеводы 33%']"
427,320 ккал,40 мин,https://1000.menu/cooking/3742-zavarnoe-pirozhennoe,Заварное пироженное,Воздушное пирожное с нежнейшим кремом приведет вас в восторг!,пирожное,"['Пшеничная мука - 200 гр', 'Яйца - 4 шт.', 'Маргарин - 150 гр', 'Вода - 250 мл', 'Соль -  по вкусу', 'Творожные сырки - 400 гр', 'Сливки - 400 мл', 'Сахарная пудра - 3 стол.л.']","['Белки 14%', 'Жиры 44%', 'Углеводы 42%']"
428,192 ккал,1 ч,https://1000.menu/cooking/294-eklerj-s-zavarnjm-kremom,Эклеры с заварным кремом,Приготовьте знаменитое французское пирожное своими руками!,пирожное,"['Пшеничная мука - 150 гр', 'Куриные яйца - 4 шт.', 'Вода - 1 стак.', 'Сливочное масло - 100 гр', 'Соль - 1 чайн.л.', 'Сахар - 1 стол.л.', 'Яичные желтки - 2 шт.', 'Молоко - 250 мл', 'Сахарная пудра - 50 гр', 'Ванилин -  по вкусу', 'Кукурузная мука - 25 гр']","['Белки 16%', 'Жиры 32%', 'Углеводы 53%']"
429,298 ккал,3 ч,https://1000.menu/cooking/31538-pirojnye-beze-lebedi,Пирожные безе Лебеди,Сказочно белые лебеди из безе - эффектно и романтично!,пирожное,"['Яичные белки - 100 гр', 'Сахар - 180 гр', 'Ванильный сахар - 10 гр', 'Лимонный сок - 1 чайн.л.', 'Сливки - 250 гр', 'Сахарная пудра - 100 гр']","['Белки 5%', 'Жиры 14%', 'Углеводы 81%']"
430,369 ккал,10 мин,https://1000.menu/cooking/29547-pirojnoe-bez-vypechki-k-chau-za-10-minut,Пирожное без выпечки к чаю за 10 минут,Приготовить пирожное за 15 минут и без выпечки!,пирожное,"['Печенье Савоярди - 140 гр', 'Маскарпоне - 250 гр', 'Сахарная пудра - 10 гр', 'Кофе молотый - 1 чайн.л.', 'Вода - 30 мл', 'Какао - 10 гр']","['Белки 10%', 'Жиры 41%', 'Углеводы 49%']"
431,323 ккал,1 ч,https://1000.menu/cooking/27954-kofeinoe-pirojnoe,Кофейное пирожное,Приготовь вкусное пирожное с ярко выраженным ароматом кофе!,пирожное,"['Куриные яйца - 2 шт.', 'Сахар - 180 гр', 'Сливочное масло - 100 гр', 'Кефир - 100 гр', 'Кофе растворимый - 3 чайн.л.', 'Пшеничная мука - 100 гр', 'Разрыхлитель - 1.5 чайн.л.', 'Сливочное масло - 20 гр', 'Манка - 10 гр', 'Сахарная пудра -  по вкусу', 'Какао -  по вкусу']","['Белки 8%', 'Жиры 28%', 'Углеводы 65%']"
432,125 ккал,5 мин,https://1000.menu/cooking/21565-pirojnoe-korzinka-fruktov-za-5-minut,Пирожное Корзинка фруктов за 5 минут,Вкусно и для любого праздника подойдёт!!!,пирожное,"['Готовые тарталетки - 3 шт.', 'Джем - 10 гр', 'Клубника - 100 гр', 'Киви - 100 гр', 'Ананасы - 100 гр']","['Белки 8%', 'Жиры 21%', 'Углеводы 71%']"
433,313 ккал,4 ч,https://1000.menu/cooking/19038-pirojnoe-bushe-glazirovannye-s-malinovo-orexovym-kremom,Пирожное Буше глазированные с малиново-ореховым кремом,Две воздушные половинки с нежным кремом просто тают во рту!,пирожное,"['Яичные желтки - 2 шт.', 'Яичные белки - 3 шт.', 'Сахар - 50 гр', 'Пшеничная мука - 40 гр', 'Картофельный крахмал - 20 гр', 'Сахар - 1 стол.л.', 'Сливочное масло - 30 гр', 'Какао - 1.5 стол.л.', 'Молоко - 4 стол.л.', 'Кокосовая стружка -  по вкусу', 'Яичные желтки - 1 шт.', 'Сливочное масло - 50 гр', 'Сахарная пудра - 20 гр', 'Малина - 15 гр', 'Грецкие орехи - 1 стол.л.', 'Коньяк - 0.25 стол.л.']","['Белки 13%', 'Жиры 35%', 'Углеводы 53%']"
434,249 ккал,4 ч,https://1000.menu/cooking/46903-pirojnoe-na-moloke-s-kremom-iz-slivok,Пирожное на молоке с кремом из сливок,Сливочное лакомство для сладкоежек! Нежнее нежного!,пирожное,"['Яйца - 4 шт.', 'Сахар - 120 гр', 'Пшеничная мука - 90 гр', 'Разрыхлитель - 0.5 чайн.л.', 'Молоко - 80 мл', 'Сливочное масло - 2 стол.л.', 'Крахмал - 2 стол.л.', 'Молоко - 0.5 стак.', 'Сливки - 300 мл', 'Сгущенное молоко - 300 мл', 'Творожный сыр - 200 гр', 'Желатин - 15 гр', 'Груши - 1 шт.', 'Желе - 10 гр']","['Белки 14%', 'Жиры 28%', 'Углеводы 58%']"
435,402 ккал,12 ч,https://1000.menu/cooking/43827-pirojnoe-napoleon-na-slivochnom-masle-so-smetannym-kremom,Пирожное Наполеон на сливочном масле со сметанным кремом,Роскошные пирожные! Невозможно отказаться!,пирожное,"['Сливочное масло - 250 гр', 'Пшеничная мука - 2 стак.', 'Яйца - 1 шт.', 'Соль - 2 гр', 'Сметана - 500 гр', 'Лимонная цедра -  по вкусу', 'Яйца - 2 шт.', 'Пшеничная мука - 3 стол.л.', 'Сахар - 180 гр', 'Ваниль - 2 гр', 'Сливочное масло - 250 гр']","['Белки 8%', 'Жиры 52%', 'Углеводы 39%']"
436,405 ккал,6 ч,https://1000.menu/cooking/14011-pirojnoe-ejiki,Пирожное Ежики,"Очень вкусные, отличное угощение на любой праздник",пирожное,"['Яичные желтки - 5 шт.', 'Сметана - 3 стол.л.', 'Маргарин - 180 гр', 'Пшеничная мука - 2 стак.', 'Молоко - 4 стол.л.', 'Какао - 3 стол.л.', 'Сахар - 1 стак.', 'Сливочное масло - 40 гр', 'Изюм - 30 гр', 'Грецкие орехи - 30 гр', 'Вафли - 20 гр']","['Белки 8%', 'Жиры 35%', 'Углеводы 57%']"
437,384 ккал,50 мин,https://1000.menu/cooking/13929-pirojnoe-kartoshka,Пирожное Картошка с сухариками и грецкими орехами,Вкусное и легкое в приготовлении пирожное! Без выпечки !),пирожное,"['Сухарики - 400 гр', 'Молоко - 200 мл', 'Сахар - 200 гр', 'Какао - 3 чайн.л.', 'Сливочное масло - 120 гр', 'Ванильный сахар -  по вкусу', 'Грецкие орехи - 150 гр']","['Белки 12%', 'Жиры 25%', 'Углеводы 63%']"
438,261 ккал,10 ч,https://1000.menu/cooking/10149-pirozhnoe-belje-babochki,Пирожное детское Белые бабочки,Воздушное пирожное. Эти бабочки так и летят в рот.,пирожное,"['Брусника - 150 гр', 'Гранат - 50 гр', 'Сахар - 1 стол.л.', 'Бананы - 0.5 шт.', 'Вода - 150 мл', 'Сливочное масло - 25 гр', 'Пшеничная мука - 50 гр', 'Сахарная пудра - 65 гр', 'Яичные желтки - 1 шт.', 'Ванилин - 0.5 гр', 'Соль -  по вкусу', 'Маскарпоне - 500 гр', 'Лимонный сок - 60 мл', 'Сливки - 100 мл', 'Желатин - 4 гр', 'Фисташки - 10 гр']","['Белки 8%', 'Жиры 53%', 'Углеводы 39%']"
439,152 ккал,2 д 7 ч,https://1000.menu/cooking/9573-pirozhnje-valentinki,Пирожные валентинки,В день всех влюбленных подари любимому такие вот пирожные!,пирожное,"['Клубника - 400 гр', 'Сахарная пудра - 100 гр', 'Сахар - 100 гр', 'Яйца - 2 шт.', 'Желатин - 10 гр']","['Белки 11%', 'Жиры 5%', 'Углеводы 84%']"
440,226 ккал,1 ч 20 мин,https://1000.menu/cooking/8953-medovje-pirozhnje-pchelka-,Медовые пирожные на кефире со сметанным кремом Пчелка,"Восхитительные пирожные не только вкусны, но и полезны!",пирожное,"['Пшеничная мука - 1 стак.', 'Кефир - 1 стак.', 'Яйца - 1 шт.', 'Мёд - 2 стол.л.', 'Сахар - 0.5 стак.', 'Разрыхлитель - 1 чайн.л.', 'Сахар - 0.3 стак.', 'Сметана - 300 гр', 'Чернослив - 20 гр']","['Белки 9%', 'Жиры 15%', 'Углеводы 77%']"
441,302 ккал,50 мин,https://1000.menu/cooking/8480-pesochnoe-pirozhnoe-bankoko,Песочное пирожное Банкоко,"Чудные пирожные, обладающие оригинальным вкусом",пирожное,"['Сахар - 100 гр', 'Яйца - 1 шт.', 'Сливочное масло - 80 гр', 'Разрыхлитель - 0.5 чайн.л.', 'Пшеничная мука - 150 гр', 'Соль -  по вкусу', 'Бананы - 2 шт.', 'Кокосовая стружка - 180 гр', 'Яйца - 2 шт.', 'Сахар - 70 гр', 'Молоко - 50 мл', 'Ванилин - 10 гр']","['Белки 11%', 'Жиры 32%', 'Углеводы 57%']"
442,262 ккал,1 ч,https://1000.menu/cooking/7872-pirojnye-s-yablokom-v-belkovom-kreme-iz-pesochnogo-testa,Пирожные с яблоком в белковом креме из песочного теста,Нежные песочные пирожные особенно понравятся любителем яблок!,пирожное,"['Сахар - 100 гр', 'Яичные желтки - 3 шт.', 'Сливочное масло - 200 гр', 'Сода - 0.5 чайн.л.', 'Лимонный сок - 1 чайн.л.', 'Сметана - 2 стол.л.', 'Пшеничная мука - 400 гр', 'Сахар - 3 стол.л.', 'Яблоки - 3 шт.', 'Яичные белки - 3 шт.', 'Лимоны - 1 шт.', 'Корица - 2 стол.л.']","['Белки 10%', 'Жиры 25%', 'Углеводы 65%']"
443,314 ккал,1 ч 20 мин,https://1000.menu/cooking/7056-pirozhnoe-rozovoe-naslazhdenie,пирожное наслаждение с белковым кремом,Мгновенно тает во рту! Чудо-рецепт настоящего наслаждения!,пирожное,"['Яичные желтки - 4 шт.', 'Сахарная пудра - 150 гр', 'Сливочное масло - 150 гр', 'Пшеничная мука - 320 гр', 'Разрыхлитель - 1 чайн.л.', 'Яичные белки - 4 шт.', 'Сахар - 240 гр', 'Ванилин - 1 гр', 'Пищевой краситель - 50 гр', 'Повидло - 200 гр', 'Вишня - 25 шт.']","['Белки 7%', 'Жиры 14%', 'Углеводы 79%']"
444,590 ккал,1 ч 15 мин,https://1000.menu/cooking/6769-pirozhnoe-kartoshka,Пирожное без выпечки из печенья с ликером и орехами Картошка,Замечательный рецепт для праздника и в будний день!,пирожное,"['Готовое песочное печенье - 800 гр', 'Сливочное масло - 200 гр', 'Какао - 3 стол.л.', 'Сгущенное молоко - 400 гр', 'Ликёр - 3 стол.л.', 'Грецкие орехи - 100 гр']","['Белки 10%', 'Жиры 31%', 'Углеводы 59%']"
445,112 ккал,1 ч,https://1000.menu/cooking/6207-pirozhnoe-fitnes-,Пирожное Фитнес,"Спортсмены уже оценили его вкус и пользу, теперь дело за тобой!",пирожное,"['Морковь - 1 шт.', 'Яблоки - 1 шт.', 'Овсяные хлопья - 5 стол.л.', 'Овсяная крупа - 1 стол.л.', 'Яичные белки - 1 шт.', 'Финики - 4 шт.', 'Йогурт - 3 стол.л.', 'Соль -  по вкусу', 'Лимонный сок -  по вкусу', 'Творог - 150 гр', 'Йогурт - 3 стол.л.', 'Мёд - 1 чайн.л.', 'Малина - 150 гр']","['Белки 23%', 'Жиры 12%', 'Углеводы 65%']"
446,387 ккал,1 ч 30 мин,https://1000.menu/cooking/2589-vkusnje-belje-pirozhnje,Вкусные белые пирожные бисквитные,"Крохотные сладкие пироженки, которые незаметно исчезают у вас во рту.",пирожное,"['Ваниль - 1 чайн.л.', 'Сливочное масло - 113 гр', 'Сахарная пудра - 230 гр', 'Пищевой краситель - 1 гр', 'Кокосовая стружка - 20 гр', 'Яйца - 2 шт.', 'Ваниль - 1 чайн.л.', 'Поваренная соль - 0.25 чайн.л.', 'Пшеничная мука - 175 гр', 'Сливочное масло - 113 гр', 'Молоко - 120 мл', 'Разрыхлитель - 2 чайн.л.', 'Винный камень - 1 мл', 'Сахар - 200 гр']","['Белки 5%', 'Жиры 27%', 'Углеводы 68%']"
447,283 ккал,1 ч 30 мин,https://1000.menu/cooking/2736-pirozhnoe-iz-vanilnjh-suharei-kartoshka,Пирожное из ванильных сухарей,Вкуснейшая порционная сладость завоюет вашу кухню!,пирожное,"['Сливочное масло - 100 гр', 'Сгущенное молоко - 200 гр', 'Сироп - 3 стол.л.', 'Сахарная пудра - 3 стол.л.', 'Какао - 2 стол.л.', 'Сухарики - 500 гр', 'Орехи - 100 гр', 'Молоко - 2 стак.', 'Ягоды - 20 гр']","['Белки 13%', 'Жиры 15%', 'Углеводы 72%']"
448,255 ккал,2 ч 50 мин,https://1000.menu/cooking/2732-pirojnoe-beze-svoimi-rukami,Пирожное безе своими руками,Доступное любимое пирожное своими руками.,пирожное,"['Сахар - 1 стак.', 'Яичные белки - 4 шт.']","['Белки 6%', 'Жиры 0%', 'Углеводы 94%']"
449,453 ккал,1 ч 40 мин,https://1000.menu/cooking/2661-pesochnoe-pirozhnoe,Песочное пирожное,Сладкоежкам понравится! Простой рецепт для особенных случаев!,пирожное,"['Сахарная пудра - 125 гр', 'Пшеничная мука - 325 гр', 'Ванильный экстракт - 2 чайн.л.', 'Яичные желтки - 2 шт.', 'Сливочное масло - 200 гр']","['Белки 8%', 'Жиры 31%', 'Углеводы 61%']"
450,264 ккал,2 ч 30 мин,https://1000.menu/cooking/1413-pirozhnoe-zolotje-shariki,Пирожное Золотые шарики,"Детишкам очень понравится! Просто, быстро и безумно вкусно!",пирожное,"['Пшеничная мука - 400 гр', 'Маргарин - 25 гр', 'Яичные желтки - 3 шт.', 'Сахар - 25 гр', 'Сахарная пудра - 50 гр', 'Молоко - 250 гр', 'Дрожжи - 15 гр', 'Ванильный сахар - 10 гр', 'Изюм - 75 гр', 'Соль -  по вкусу']","['Белки 13%', 'Жиры 10%', 'Углеводы 77%']"
451,229 ккал,15 мин,https://1000.menu/cooking/31294-belkovyi-zavarnoi-krem-italyanskaya-merenga,Белковый заварной крем итальянская меренга,Крем для торта и ПРОСТОЙ ВКУСНЫЙ РЕЦЕПТ меренги!,пирожное,"['Яичные белки - 70 гр', 'Сахар - 140 гр', 'Вода - 40 мл', 'Пищевой краситель - 2 гр', 'Лимонный сок - 1 чайн.л.', 'Соль -  по вкусу']","['Белки 5%', 'Жиры 0%', 'Углеводы 95%']"
452,241 ккал,2 ч 45 мин,https://1000.menu/cooking/23042-trubochki-iz-sloenogo-testa-s-nachinkoi,Трубочки из слоеного теста с начинкой,Готовь чудесное лакомство к чаю самостоятельно!,пирожное,"['Слоёное тесто - 200 гр', 'Творог - 150 гр', 'Малина - 100 гр', 'Сметана - 40 гр', 'Сахарная пудра - 20 гр', 'Сахарная пудра - 10 гр', 'Мята - 10 гр']","['Белки 16%', 'Жиры 33%', 'Углеводы 51%']"
453,325 ккал,2 ч 50 мин,https://1000.menu/cooking/21308-syrok-glazirovannyi-kartoshka,Сырок глазированный картошка,Приготовь к чаю вкусный сырок - родные оценят!,пирожное,"['Творог - 200 гр', 'Печенье - 100 гр', 'Йогурт - 80 гр', 'Грецкие орехи - 50 гр', 'Сахар - 40 гр', 'Какао - 30 гр', 'Ванилин - 1 гр', 'Семечки подсолнечника - 15 гр', 'Сахар - 40 гр', 'Какао - 30 гр', 'Молоко - 20 мл', 'Сливочное масло - 30 гр']","['Белки 19%', 'Жиры 33%', 'Углеводы 48%']"
454,576 ккал,1 ч 15 мин,https://1000.menu/cooking/17186-kartoshka-iz-pesochnogo-pechenya-so-sgushchenkoi-i-kakao,Картошка из песочного печенья со сгущенкой и какао,Домашние шоколадные трюфели! Приготовь простое и вкусное лакомство!,пирожное,"['Готовое песочное печенье - 400 гр', 'Сливочное масло - 200 гр', 'Какао - 2 стол.л.', 'Сгущенное молоко - 300 гр', 'Сахарная пудра - 20 гр']","['Белки 9%', 'Жиры 33%', 'Углеводы 58%']"
455,285 ккал,3 ч,https://1000.menu/cooking/15877-pletenaya-pasxalnaya-korzinka-iz-drojjevogo-testa,Плетеная пасхальная корзинка из дрожжевого теста,Очень оригинальная подача в Светлый праздник Пасхи,пирожное,"['Пшеничная мука - 4 стак.', 'Яйца - 2 шт.', 'Вода - 0.5 стак.', 'Молоко - 0.5 стак.', 'Сухие дрожжи - 1 чайн.л.', 'Сахар - 0.25 стак.', 'Оливковое масло - 0.25 стак.', 'Соль - 0.5 чайн.л.']","['Белки 15%', 'Жиры 12%', 'Углеводы 73%']"
456,198 ккал,2 ч,https://1000.menu/cooking/52504-profitroli-s-molochnym-kremom,Профитроли с молочным кремом,Душевные профитроли для хороших друзей поднимут настроение за столом,пирожное,"['Вода - 1 стак.', 'Куриные яйца - 3 шт.', 'Пшеничная мука - 1 стак.', 'Сливочное масло - 100 гр', 'Соль -  по вкусу', 'Куриные яйца - 1 шт.', 'Сливочное масло - 20 гр', 'Молоко - 400 мл', 'Сахар - 100 гр', 'Пшеничная мука - 1 стол.л.']","['Белки 14%', 'Жиры 33%', 'Углеводы 53%']"
457,295 ккал,30 мин,https://1000.menu/cooking/13904-yablochnye-korzinochki,Яблочные корзиночки,Сладкие быстрые корзиночки покорят твое сердце!,пирожное,"['Слоёное тесто - 235 гр', 'Яблоки - 120 гр', 'Сахар - 50 гр']","['Белки 7%', 'Жиры 28%', 'Углеводы 65%']"
458,197 ккал,1 ч,https://1000.menu/cooking/5227-prostaya-sharlotka,Простая шарлотка с яблоками в духовке пышная,"Вкуснейшая, простая, самая лучшая выпечка для всей семьи!",пирог,"['Пшеничная мука - 200 гр', 'Сахар - 200 гр', 'Яйца - 4 шт.', 'Яблоки - 3 шт.', 'Разрыхлитель - 1 чайн.л.']","['Белки 12%', 'Жиры 7%', 'Углеводы 81%']"
459,187 ккал,1 ч,https://1000.menu/cooking/25209-sharlotka-klassicheskaya-s-yablokami-v-duxovke-pyshnaya,Шарлотка классическая с яблоками в духовке пышная,"Аппетитная, мягкая, воздушная, из доступных продуктов.",пирог,"['Яблоки - 400 гр', 'Пшеничная мука - 170 гр', 'Сахар - 150 гр', 'Яйца - 3 шт.', 'Соль -  по вкусу']","['Белки 12%', 'Жиры 7%', 'Углеводы 81%']"
460,166 ккал,45 мин,https://1000.menu/cooking/26948-zalivnoi-pirog-s-kapustoi-na-smetane,Заливной пирог на сметане в духовке,Ароматный и очень вкусный! Просто и быстро.,пирог,"['Капуста - 250 гр', 'Куриные яйца - 2 шт.', 'Сметана - 1 стак.', 'Пшеничная мука - 0.5 стак.', 'Разрыхлитель - 0.5 чайн.л.', 'Петрушка -  по вкусу', 'Соль -  по вкусу', 'Растительное масло - 10 мл']","['Белки 16%', 'Жиры 44%', 'Углеводы 40%']"
461,181 ккал,1 ч 20 мин,https://1000.menu/cooking/13803-zalivnoi-pirog-s-kapustoi,Заливной пирог с капустой на кефире классический,"Простой и быстрый, из доступных продуктов - для всей семьи!",пирог,"['Яйца - 2 шт.', 'Кефир - 250 мл', 'Растительное масло - 2 стол.л.', 'Соль - 0.33 чайн.л.', 'Разрыхлитель - 1 чайн.л.', 'Пшеничная мука - 220 гр', 'Капуста белокочанная - 400 гр', 'Яйца - 2 шт.', 'Соль -  по вкусу', 'Растительное масло - 3 стол.л.', 'Петрушка - 5 гр']","['Белки 19%', 'Жиры 32%', 'Углеводы 48%']"
462,188 ккал,3 ч,https://1000.menu/cooking/51013-kurnik-klassicheskii-s-kuricei-i-kartoshkoi-i-blinami,Курник классический с курицей и картошкой и блинами,Настоящее украшение любого праздника - глаз не оторвать!,пирог,"['Пшеничная мука - 300 гр', 'Яйца - 2 шт.', 'Сливочное масло - 60 гр', 'Сметана - 4 стол.л.', 'Сода - 0.5 чайн.л.', 'Соль -  по вкусу', 'Сахар - 1 стол.л.', 'Молоко - 1 стак.', 'Пшеничная мука - 100 гр', 'Яйца - 1 шт.', 'Соль -  по вкусу', 'Сахар - 1 чайн.л.', 'Растительное масло - 1 десерт.л.', 'Куриные окорочка - 2 шт.', 'Лук - 1 шт.', 'Морковь - 1 шт.', 'Соль - 0.5 чайн.л.', 'Перец черный молотый -  по вкусу', 'Растительное масло - 1 стол.л.', 'Шампиньоны - 400 гр', 'Растительное масло - 1 стол.л.', 'Лук - 1 шт.', 'Соль - 0.5 чайн.л.', 'Картошка - 3 шт.', 'Соль - 0.5 чайн.л.', 'Перец черный молотый -  по вкусу', 'Сливочное масло - 80 гр']","['Белки 30%', 'Жиры 30%', 'Углеводы 39%']"
463,245 ккал,1 ч 40 мин,https://1000.menu/cooking/41256-kurnik-v-duxovke-s-kuricei,Курник в духовке с курицей,"Традиционное, исконно русское праздничное блюдо!",пирог,"['Маргарин - 180 гр', 'Куриные яйца - 1 шт.', 'Соль - 2 гр', 'Разрыхлитель - 0.5 чайн.л.', 'Пшеничная мука - 350 гр', 'Картошка - 400 гр', 'Куриное филе - 300 гр', 'Лук репчатый - 1 шт.', 'Соль -  по вкусу', 'Перец черный молотый -  по вкусу', 'Сливочное масло - 20 гр', 'Яичные желтки - 1 шт.']","['Белки 20%', 'Жиры 30%', 'Углеводы 50%']"
464,214 ккал,1 ч,https://1000.menu/cooking/17426-yablochnyi-pirog-sharlotka,Простой яблочный пирог в духовке шарлотка,"Пышный, воздушный, ароматный, из простых продуктов!",пирог,"['Яйца - 4 шт.', 'Сахар - 170 гр', 'Ванильный сахар - 1 стол.л.', 'Разрыхлитель - 1 чайн.л.', 'Пшеничная мука - 180 гр', 'Яблоки - 2 шт.']","['Белки 13%', 'Жиры 6%', 'Углеводы 81%']"
465,211 ккал,1 ч 30 мин,https://1000.menu/cooking/63640-pirog-s-mankoi-v-duxovke-na-kefire,Пирог с манкой в духовке,"Из обычных продуктов, легко и просто готовить!",пирог,"['Манка - 160 гр', 'Кефир - 200 мл', 'Пшеничная мука - 130 гр', 'Яйца - 3 шт.', 'Сахар - 130 гр', 'Груши - 1 шт.', 'Разрыхлитель - 1 чайн.л.', 'Соль -  по вкусу']","['Белки 14%', 'Жиры 6%', 'Углеводы 80%']"
466,165 ккал,1 ч,https://1000.menu/cooking/38425-pirog-s-kapustoi-na-kefire-v-duxovke,Пирог на кефире в духовке с капустой,"Простой и быстрый в приготовлении, вкусный и сытный пирог!",пирог,"['Куриные яйца - 2 шт.', 'Кефир - 250 мл', 'Пшеничная мука - 1 стак.', 'Растительное масло - 70 мл', 'Сода - 0.5 чайн.л.', 'Соль - 2 гр', 'Капуста белокочанная - 300 гр']","['Белки 17%', 'Жиры 34%', 'Углеводы 48%']"
467,242 ккал,1 ч,https://1000.menu/cooking/29273-kish-s-kuricei-i-gribam,Киш с курицей и грибами,"Аппетитный, красивый, простой, из доступных продуктов.",пирог,"['Пшеничная мука - 2 стак.', 'Сливочное масло - 200 гр', 'Яйца - 1 шт.', 'Соль -  по вкусу', 'Соль -  по вкусу', 'Куриное филе - 300 гр', 'Грибы - 400 гр', 'Яйца - 2 шт.', 'Твёрдый сыр - 100 гр', 'Сметана - 100 гр', 'Растительное масло - 20 мл']","['Белки 26%', 'Жиры 44%', 'Углеводы 31%']"
468,242 ккал,2 ч,https://1000.menu/cooking/41604-kish-loren-s-kuricei,Киш Лорен с курицей,"Сытный, вкусный, аппетитный, для всей семьи!",пирог,"['Куриное филе - 300 гр', 'Сливки - 50 мл', 'Твёрдый сыр - 40 гр', 'Лук - 50 гр', 'Пшеничная мука - 200 гр', 'Вода - 3 стол.л.', 'Сливочное масло - 100 гр', 'Соль - 0.5 чайн.л.', 'Яйца - 1 шт.', 'Сметана - 3 стол.л.', 'Яйца - 2 шт.', 'Соль -  по вкусу']","['Белки 30%', 'Жиры 35%', 'Углеводы 35%']"
469,228 ккал,1 ч,https://1000.menu/cooking/64210-pyshnyi-pirog-na-kefire-v-duxovke,Пышный пирог на кефире в духовке,"Из обычных продуктов, быстрый и простой, очень вкусный!",пирог,"['Пшеничная мука - 300 гр', 'Яйца - 2 шт.', 'Сахар - 150 гр', 'Кефир - 250 мл', 'Растительное масло - 100 мл', 'Разрыхлитель - 15 гр', 'Соль - 0.5 чайн.л.', 'Ванилин -  по вкусу', 'Яблоки - 3 шт.', 'Пшеничная мука - 30 гр', 'Сахар - 30 гр', 'Сливочное масло - 15 гр', 'Корица -  по вкусу']","['Белки 9%', 'Жиры 20%', 'Углеводы 71%']"
470,283 ккал,1 ч,https://1000.menu/cooking/26786-bystryi-pirog-na-smetane,Быстрый пирог на сметане в духовке,Легко станет фирменным в доме любой хозяйки!,пирог,"['Пшеничная мука - 220 гр', 'Сахар - 200 гр', 'Сметана - 150 гр', 'Яйца - 4 шт.', 'Разрыхлитель - 1 чайн.л.', 'Ванильный сахар - 1 чайн.л.', 'Сахарная пудра - 1 чайн.л.']","['Белки 12%', 'Жиры 12%', 'Углеводы 76%']"
471,272 ккал,55 мин,https://1000.menu/cooking/49109-pesochnyi-pirog-s-yagodami-i-smetannoi-zalivkoi,Песочный пирог с ягодами и сметанной заливкой,"Красивый, аппетитный, праздник каждый день!",пирог,"['Пшеничная мука - 280 гр', 'Сахар - 100 гр', 'Сливочное масло - 180 гр', 'Куриные яйца - 1 шт.', 'Разрыхлитель - 1 чайн.л.', 'Соль - 0.25 чайн.л.', 'Сметана - 300 гр', 'Творог - 100 гр', 'Крахмал - 1 стол.л.', 'Куриные яйца - 1 шт.', 'Сахар - 100 гр', 'Ванильный сахар - 10 гр', 'Черная смородина - 250 гр', 'Малина - 150 гр']","['Белки 10%', 'Жиры 30%', 'Углеводы 60%']"
472,239 ккал,2 ч 30 мин,https://1000.menu/cooking/26699-pirog-s-ryboi-v-duxovke,Пирог с рыбой в духовке из дрожжевого теста,"Из простых продуктов, очень вкусный и красивый, на закуску!",пирог,"['Яйца - 1 шт.', 'Молоко - 130 мл', 'Сахар - 2 чайн.л.', 'Соль - 0.5 чайн.л.', 'Сухие дрожжи - 1 чайн.л.', 'Сливочное масло - 45 гр', 'Пшеничная мука - 300 гр', 'Рыбное филе - 400 гр', 'Лук репчатый - 1 шт.', 'Соль -  по вкусу', 'Молотый кориандр - 1 чайн.л.', 'Сливочное масло - 20 гр', 'Яичные желтки - 1 шт.', 'Молоко - 1 стол.л.']","['Белки 23%', 'Жиры 26%', 'Углеводы 51%']"
